Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4
,clinique-clinique-even-better-spf-15-liquid-makeup-foundation-1-oz-30,,,,,,,,126356697166-30,020714976996,,Flax WN 01,,,,,,,,21.95,,,TRUE,,,,,,shopify,0,DENY,7,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
Clinique Long Last Soft Shine Matte Different Colour Moisture Surge Lipstick,clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,"<p>Authentic Clinique makeup from Sol Beautiful — chosen for the formula, the ritual, and how it actually wears.</p><p>Authentic designer stock. Packed in Fountain Valley, California and shipped from the United States.</p><p>922 sold — a formula people come back for.</p>",Clinique,Health & Beauty > Personal Care > Cosmetics,Makeup,,TRUE,active,CLNQ-FSL-GWP_G-8,,Shade,Grape Cognac,,,,,,,,28.80,,,TRUE,,,,,,shopify,0,DENY,2,g,TRUE,manual,https://i.ebayimg.com/images/g/xuQAAOxy8HlSaqcK/s-l800.jpg,1,Clinique Long Last Soft Shine Matte Different Colour Moisture Surge Lipstick,,FALSE,Clinique Long Last Soft Shine Matte Different Colour Moisture Surge,"Authentic Clinique makeup from Sol Beautiful — Clinique Long Last Soft Shine Matte Different Colour Moisture Surge Lipstick. Packed in Fountain Valley, CA and shipped from the USA.",,Health & Beauty > Personal Care > Cosmetics,,Adult,,,,new,FALSE,Makeup,,,,
,clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,CLNQ-FSL-GWP_T,,,Tenderheart,,,,,,,,14.35,,,TRUE,,,,,,shopify,0,DENY,2,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,CLNQ-FSL-GWP_S-10,,,Sweet Honey,,,,,,,,19.16,,,TRUE,,,,,,shopify,0,DENY,2,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,CLNQ-FSL-GWP_S-11,,,Sweetness,,,,,,,,27.78,,,TRUE,,,,,,shopify,0,DENY,2,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,CLNQ-FSL-GWP_C,,,Confetti,,,,,,,,22.86,,,TRUE,,,,,,shopify,132,DENY,2,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,CLNQ-FSL-GWP_J,,,Just Gorgeous,,,,,,,,88.40,,,TRUE,,,,,,shopify,128,DENY,2,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,CLNQ-FSL-GWP_S,,,Surprise,,,,,,,,17.14,,,TRUE,,,,,,shopify,0,DENY,2,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,CLNQ-FSL-GWP_P,,,Plum Brandy,,,,,,,,17.24,,,TRUE,,,,,,shopify,0,DENY,2,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,CLNQ-FSL-GWP_G-7,,,Golden Brandy,,,,,,,,88.40,,,TRUE,,,,,,shopify,1,DENY,2,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,CLNQ-FSL-GWP_O,,,Orchid Shimmer,,,,,,,,42.90,,,TRUE,,,,,,shopify,24,DENY,2,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,CLNQ-FSL-GWP_B-3,,,Blushing Nude,,,,,,,,88.40,,,TRUE,,,,,,shopify,190,DENY,2,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,CLNQ-FSL-GWP_C-5,,,Creamy Nude,,,,,,,,14.36,,,TRUE,,,,,,shopify,0,DENY,2,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,CLNQ-FSL-GWP_G,,,Ginger Flower,,,,,,,,23.24,,,TRUE,,,,,,shopify,0,DENY,2,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,CLNQ-FSL-GWP_D,,,Dubonnet,,,,,,,,23.96,,,TRUE,,,,,,shopify,0,DENY,2,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,CLNQ-FSL-GWP_HP,,,Heather Plum,,,,,,,,28.76,,,TRUE,,,,,,shopify,0,DENY,2,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,CLNQ-FSL-GWP_BNN,,,Blushing Nude (smushed tip),,,,,,,,14.36,,,TRUE,,,,,,shopify,0,DENY,2,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,CLNQ-FSL-GWP_RGST,,,Raspberry Glaced (smushed tip),,,,,,,,7.63,,,TRUE,,,,,,shopify,0,DENY,2,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,CLNQ-FSL-GWP_B,,,Beauty,,,,,,,,7.72,,,TRUE,,,,,,shopify,0,DENY,2,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,CLNQ-FSL-GWP_WV,,,Waterviolet / Water Violet,,,,,,,,38.36,,,TRUE,,,,,,shopify,0,DENY,2,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,CLNQ-FSL-GWP_W,,,Water Violet,,,,,,,,21.08,,,TRUE,,,,,,shopify,0,DENY,2,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,CLNQ-FSL-GWP_MP,,,Matte Plum,,,,,,,,8.58,,,TRUE,,,,,,shopify,0,DENY,2,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,CLNQ-FSL-GWP_P-9,,,Pure Posh,,,,,,,,14.36,,,TRUE,,,,,,shopify,0,DENY,2,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,CLNQ-FSL-GWP_MC,,,Matte Crimson,,,,,,,,7.15,,,TRUE,,,,,,shopify,0,DENY,2,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,CLNQ-FSL-GWP_B-1,,,Bamboo Pink,,,,,,,,88.40,,,TRUE,,,,,,shopify,1,DENY,2,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,CLNQ-FSL-GWP_N,,,Nude Splurge,,,,,,,,18.71,,,TRUE,,,,,,shopify,0,DENY,2,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,CLNQ-FSL-GWP_G-6,,,Glow Bronze,,,,,,,,14.38,,,TRUE,,,,,,shopify,0,DENY,2,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
,clinique-clinique-long-last-soft-shine-matte-different-colour-moisture,,,,,,,,CLNQ-FSL-GWP_T-13,,,Twinkle,,,,,,,,49.80,,,TRUE,,,,,,shopify,14,DENY,2,g,TRUE,manual,,,,,,,,,,,,,,,,,,,,,
